UPC1, Item, Descrption, Cost, Price, Category, SubCategory, SubCategory2, SubCategory3, Vendor, GR, GC, VR, VC, Total Inventory
40000002942,       B1715,,$14.00 ,,,,,,,,,,,
40000002943,      D30064,,$21.00 ,,,,,,,,,,,
40000002944,       D5143,,$19.25 ,,,,,,,,,,,
40000002945,   ,  ,0,39,  ,  ,  ,  ,  ,0,1,0,0,1
40000002945,      J20974,,$14.50 ,,,,,,,,,,,
40000002946,      2N1420,,$9.90 ,,,,,,,,,,,
40000002947,   ,  ,0,69,  ,  ,  ,  ,  ,0,1,0,0,1
40000002947,       M3201,,$35.00 ,,,,,,,,,,,
40000002948,   ,  ,0,69,  ,  ,  ,  ,  ,3,1,0,0,4
40000002948,       M3701,,$35.00 ,,,,,,,,,,,
40000002949,       M3218,,$45.00 ,,,,,,,,,,,
40000002950,   ,  ,0,69,  ,  ,  ,  ,  ,0,1,0,0,1
40000002950,       M3213,,$35.00 ,,,,,,,,,,,
40000002951,       M3205,,$30.00 ,,,,,,,,,,,
40000002952,   ,  ,0,49,  ,  ,  ,  ,  ,0,1,0,0,1
40000002952,       M3705,,$25.00 ,,,,,,,,,,,
40000002953,       D2893,,$18.25 ,,,,,,,,,,,
40000002954,     IT15711,,$15.50 ,,,,,,,,,,,
40000002955,     IT14002,,$12.50 ,,,,,,,,,,,
40000002956,       D7088,,$18.25 ,,,,,,,,,,,
40000002957,   ,  ,0,42,  ,  ,  ,  ,  ,0,1,0,0,1
40000002957,      NP5034,,$16.75 ,,,,,,,,,,,
40000002958,   ,  ,0,42,  ,  ,  ,  ,  ,0,1,0,0,1
40000002958,     NP50692,,$16.75 ,,,,,,,,,,,
40000002959,       3511N,,$16.20 ,,,,,,,,,,,
40000002961,8117100,,$16.20 ,,,,,,,,,,,
40000002962,     KC83611,,$18.20 ,,,,,,,,,,,
40000002963,    ST8JQQY5,,$16.20 ,,,,,,,,,,,
40000002964,     MZ60952,,$23.20 ,,,,,,,,,,,
40000002965,   ST81LMRQ9,,$16.20 ,,,,,,,,,,,
40000002966,    FM1082AE,,$9.20 ,,,,,,,,,,,
40000002967,   FM11082AI,,$9.20 ,,,,,,,,,,,
40000002968,     KC12125,,$21.20 ,,,,,,,,,,,
40000002969,77586036,,$18.20 ,,,,,,,,,,,
40000002970,     KC12225,,$17.20 ,,,,,,,,,,,
40000002971,    FK154559,,$14.20 ,,,,,,,,,,,
40000002972,82036939,,$17.20 ,,,,,,,,,,,
40000002973,81306247,,$16.20 ,,,,,,,,,,,
40000002974,91115,,$15.20 ,,,,,,,,,,,
40000002975,     45002KC,,$31.20 ,,,,,,,,,,,
40000002976,78747049,,$17.20 ,,,,,,,,,,,
40000002977,9077,,$7.50 ,,,,,,,,,,,
40000002978,9066,,$8.00 ,,,,,,,,,,,
40000002979,9053,,$8.00 ,,,,,,,,,,,
40000002980,9060,,$8.00 ,,,,,,,,,,,
40000002981,9126,,$8.00 ,,,,,,,,,,,
40000002982,9056,,$8.50 ,,,,,,,,,,,
40000002983,    BRDWRP2C,,$9.25 ,,,,,,,,,,,
40000002984,      PGHB16,,$21.75 ,,,,,,,,,,,
40000002985,      PGHB19,,$27.75 ,,,,,,,,,,,
40000002986,3376,,$23.00 ,,,,,,,,,,,
40000002987,31,,$31.00 ,,,,,,,,,,,
40000002988,15273,,$26.00 ,,,,,,,,,,,
40000002989,4406,,$25.00 ,,,,,,,,,,,
40000002990,73472,,$21.00 ,,,,,,,,,,,
40000002991,5181,,$25.00 ,,,,,,,,,,,
40000002992,8043,,$17.00 ,,,,,,,,,,,
40000002993,2064,,$19.00 ,,,,,,,,,,,
40000002994,   ,  ,0,44,  ,  ,  ,  ,  ,0,1,0,0,1
40000002994,1580,,$21.00 ,,,,,,,,,,,
40000002995,   ,  ,0,38,  ,  ,  ,  ,  ,0,1,0,0,1
40000002995,7619,,$18.00 ,,,,,,,,,,,
40000002996,3135,,$9.00 ,,,,,,,,,,,
40000002997,       M3409,,$35.00 ,,,,,,,,,,,
40000002998,   ,  ,0,69,  ,  ,  ,  ,  ,2,1,0,0,3
40000002998,       M3401,,$35.00 ,,,,,,,,,,,
40000002999,       M3412,,$35.00 ,,,,,,,,,,,
40000003000,       M3415,,$40.00 ,,,,,,,,,,,
40000003001,        M249,,$14.50 ,,,,,,,,,,,
40000003002,      NTA655,,$15.00 ,,,,,,,,,,,
40000003003,      MT1066,,$15.00 ,,,,,,,,,,,
40000003004,       CT655,,$16.00 ,,,,,,,,,,,
40000003005,     MYD9514,,$20.25 ,,,,,,,,,,,
40000003006,     D707714,,$18.00 ,,,,,,,,,,,
40000003007,      T15711,,$15.50 ,,,,,,,,,,,
40000003008,      D12992,,$19.50 ,,,,,,,,,,,
40000003009,       I1267,,$14.00 ,,,,,,,,,,,
40000003010,     1961JKA,,$18.00 ,,,,,,,,,,,
40000003011,       B1288,,$14.50 ,,,,,,,,,,,
40000003012,15080040,,$17.00 ,,,,,,,,,,,
40000003013,15080015,,$15.50 ,,,,,,,,,,,
40000003014,13064,,$15.50 ,,,,,,,,,,,
40000003015,       PL026,,$19.25 ,,,,,,,,,,,
40000003016,      S50501,,$19.25 ,,,,,,,,,,,
40000003017,   ,  ,0,34,  ,  ,  ,  ,  ,0,1,0,0,1
40000003017,3326,,$14.50 ,,,,,,,,,,,
40000003018,12131,,$19.00 ,,,,,,,,,,,
40000003019,   X4976B696,,$26.50 ,,,,,,,,,,,
40000003020,   X4J97B169,,$22.00 ,,,,,,,,,,,
40000003021,   X4K26B170,,$22.00 ,,,,,,,,,,,
40000003022,14161,,$22.00 ,,,,,,,,,,,
40000003023,5422,,$10.50 ,,,,,,,,,,,
40000003024,       D4888,,$17.75 ,,,,,,,,,,,
40000003025,  C1218Multi,,$27.50 ,,,,,,,,,,,
40000003026,  C1389Multi,,$27.50 ,,,,,,,,,,,
40000003027,  C1431Multi,,$29.50 ,,,,,,,,,,,
40000003028,  C1447Multi,,$29.50 ,,,,,,,,,,,
40000003029, C788LPMulti,,$27.50 ,,,,,,,,,,,
40000003030,       S1028,,$15.00 ,,,,,,,,,,,
40000003031,        S105,,$13.50 ,,,,,,,,,,,
40000003032,        S124,,$15.00 ,,,,,,,,,,,
40000003033,       S8438,,$4.50 ,,,,,,,,,,,
40000003034,       S1021,,$9.00 ,,,,,,,,,,,
40000003035,       S8436,,$6.75 ,,,,,,,,,,,
40000003036,       XP247,,$10.25 ,,,,,,,,,,,
40000003037,500725,,$16.75 ,,,,,,,,,,,
40000003038,       D8049,,$18.00 ,,,,,,,,,,,
40000003039,2014013,,$18.25 ,,,,,,,,,,,
40000003040,5576,,$8.50 ,,,,,,,,,,,
40000003041,     ATMC504,,$14.25 ,,,,,,,,,,,
40000003042,   J2F970844,,$19.25 ,,,,,,,,,,,
40000003043,     FM11054,,$13.25 ,,,,,,,,,,,
40000003045,       7G356,,$16.25 ,,,,,,,,,,,
40000003046,  XR99976503,,$15.25 ,,,,,,,,,,,
40000003047,    FM39102A,,$13.25 ,,,,,,,,,,,
40000003048,       8296B,,$13.25 ,,,,,,,,,,,
40000003049,   W111280HG,,$13.25 ,,,,,,,,,,,
40000003050,311,,$26.00 ,,,,,,,,,,,
40000003051,   ,  ,0,78,  ,  ,  ,  ,  ,1,1,0,0,2
40000003051,314,,$39.00 ,,,,,,,,,,,
40000003052,       CS131,,$27.75 ,,,,,,,,,,,
40000003053,       PL102,,$38.75 ,,,,,,,,,,,
40000003055,15090037,,$22.00 ,,,,,,,,,,,
40000003056,15090013,,$17.00 ,,,,,,,,,,,
40000003057,15090006,,$13.00 ,,,,,,,,,,,
40000003058,   ,  ,0,14,  ,  ,  ,  ,  ,3,0,0,0,3
40000003058,8008,,$3.00 ,,,,,,,,,,,
40000003059,       KK194,,$12.00 ,,,,,,,,,,,
40000003060,       SM226,,$15.25 ,,,,,,,,,,,
40000003061,     MSF1315,,$15.00 ,,,,,,,,,,,
40000003062,15884,,$19.25 ,,,,,,,,,,,
40000003063,      T15764,,$14.00 ,,,,,,,,,,,
40000003064,       B7515,,$11.25 ,,,,,,,,,,,
40000003065,      KT3666,,$17.00 ,,,,,,,,,,,
40000003066,      T15761,,$13.00 ,,,,,,,,,,,
40000003067,       T7006,,$12.25 ,,,,,,,,,,,
40000003068,      T34896,,$16.75 ,,,,,,,,,,,
40000003069,15746,,$15.00 ,,,,,,,,,,,
40000003070,14523,,$16.25 ,,,,,,,,,,,
40000003071,15364,,$16.25 ,,,,,,,,,,,
40000003072,15915,,$16.75 ,,,,,,,,,,,
40000003073,57680,,$13.00 ,,,,,,,,,,,
40000003074,       UD923,,$17.00 ,,,,,,,,,,,
40000003075,    J2F12554,,$18.50 ,,,,,,,,,,,
40000003076,    J2F12934,,$15.50 ,,,,,,,,,,,
40000003077,    FS154308,,$19.50 ,,,,,,,,,,,
40000003078,210038,,$14.50 ,,,,,,,,,,,
40000003079,       K7206,,$10.75 ,,,,,,,,,,,
40000003080,     2003L37,,$15.00 ,,,,,,,,,,,
40000003081,      D10035,,$18.25 ,,,,,,,,,,,
40000003082,      18041D,,$9.00 ,,,,,,,,,,,
40000003083,     0211VST,,$13.00 ,,,,,,,,,,,
40000003084,84897019033,,$25.50 ,,,,,,,,,,,
40000003085,8.48E+11,,$28.50 ,,,,,,,,,,,
40000003086,84849708319,,$18.50 ,,,,,,,,,,,
40000003087,       LK102,,$28.75 ,,,,,,,,,,,
40000003088,        R422,,$27.75 ,,,,,,,,,,,
40000003089,        R430,,$26.75 ,,,,,,,,,,,
40000003090,     FM11157,,$15.95 ,,,,,,,,,,,
40000003091,       7674P,,$31.95 ,,,,,,,,,,,
40000003092,      DR6182,,$19.00 ,,,,,,,,,,,
40000003093,      DR6303,,$20.00 ,,,,,,,,,,,
40000003095,9114,,$9.50 ,,,,,,,,,,,
40000003096,9119,,$9.50 ,,,,,,,,,,,
40000003097,9122,,$12.00 ,,,,,,,,,,,
40000003098,9142,,$12.50 ,,,,,,,,,,,
40000003099,8.48E+11,,$8.50 ,,,,,,,,,,,
40000003100,8.48E+11,,$7.25 ,,,,,,,,,,,
40000003101,8.48E+11,,$12.50 ,,,,,,,,,,,
40000003102,     CG13400,,$27.00 ,,,,,,,,,,,
40000003103,1668110984,,$17.00 ,,,,,,,,,,,
40000003104,     MTMC116,,$16.50 ,,,,,,,,,,,
40000003105,   ,  ,0,46,  ,  ,  ,  ,  ,1,0,0,0,1
40000003105,     KC17689,,$19.50 ,,,,,,,,,,,
40000003106,     SP17472,,$19.50 ,,,,,,,,,,,
40000003107,       T2663,,$18.00 ,,,,,,,,,,,
40000003108,      T14281,,$13.50 ,,,,,,,,,,,
40000003109,      T16040,,$16.25 ,,,,,,,,,,,
40000003110,      T11124,,$15.75 ,,,,,,,,,,,
40000003111,       T7629,,$17.00 ,,,,,,,,,,,
40000003112,      T17711,,$14.50 ,,,,,,,,,,,
40000003113,       T1324,,$12.75 ,,,,,,,,,,,
40000003114,400917,,$7.50 ,,,,,,,,,,,
40000003115,401111,,$17.50 ,,,,,,,,,,,
40000003116,   ,  ,0,20,  ,  ,  ,  ,  ,0,1,0,0,1
40000003116,401075,,$9.50 ,,,,,,,,,,,
40000003117,   ,  ,0,22,  ,  ,  ,  ,  ,0,1,0,0,1
40000003117,401202,,$7.50 ,,,,,,,,,,,
40000003118,401199,,$9.50 ,,,,,,,,,,,
40000003119,401201,,$7.50 ,,,,,,,,,,,
40000003120,401195,,$9.50 ,,,,,,,,,,,
40000003121,401000,,$9.50 ,,,,,,,,,,,
40000003122,400852,,$30.50 ,,,,,,,,,,,
40000003123,400426,,$20.00 ,,,,,,,,,,,
40000003124,     ER31938,,$7.75 ,,,,,,,,,,,
40000003125,     ER32621,,$5.25 ,,,,,,,,,,,
40000003126,     ER32622,,$12.75 ,,,,,,,,,,,
40000003127,     ER32623,,$15.00 ,,,,,,,,,,,
40000003128,       C1016,,$22.75 ,,,,,,,,,,,
40000003129,       2N903,,$16.00 ,,,,,,,,,,,
40000003130,       F4179,,$20.00 ,,,,,,,,,,,
40000003131,       X2F15,,$19.00 ,,,,,,,,,,,
40000003132,       X4J58,,$25.00 ,,,,,,,,,,,
40000003133,       XP544,,$7.00 ,,,,,,,,,,,
40000003134,760014,,$4.00 ,,,,,,,,,,,
40000003135,     EH33542,,$10.25 ,,,,,,,,,,,
40000003136,     EH33543,,$12.75 ,,,,,,,,,,,
40000003137,     EH36220,,$2.50 ,,,,,,,,,,,
40000003138,     ER39884,,$7.25 ,,,,,,,,,,,
40000003139,     ER41094,,$6.75 ,,,,,,,,,,,
40000003140,       S0030,,$22.50 ,,,,,,,,,,,
40000003141,    Progress,,$17.50 ,,,,,,,,,,,
40000003142,      ET2534,,$21.25 ,,,,,,,,,,,
40000003143,      ET2535,,$21.50 ,,,,,,,,,,,
40000003144,      H30063,,$18.00 ,,,,,,,,,,,
40000003145,       T6992,,$13.75 ,,,,,,,,,,,
40000003146,      KT3807,,$17.75 ,,,,,,,,,,,
40000003147,       D3097,,$16.75 ,,,,,,,,,,,
40000003148,       T2107,,$17.75 ,,,,,,,,,,,
40000003149,      T15699,,$17.00 ,,,,,,,,,,,
40000003150,      HJ8173,,$14.50 ,,,,,,,,,,,
40000003151,       D2493,,$15.75 ,,,,,,,,,,,
40000003152,     ER26663,,$3.50 ,,,,,,,,,,,
40000003153,     ER30170,,$15.50 ,,,,,,,,,,,
40000003154,   ,  ,0,30,  ,  ,  ,  ,  ,0,1,0,0,1
40000003154,      PGHB23,,$13.75 ,,,,,,,,,,,
40000003155,       PGHB7,,$21.75 ,,,,,,,,,,,
40000003156,      PGINF4,,$9.25 ,,,,,,,,,,,
40000003157,       D5214,,$16.25 ,,,,,,,,,,,
40000003158,      GD5035,,$19.25 ,,,,,,,,,,,
40000003159,     HD16164,,$19.00 ,,,,,,,,,,,
40000003160,      ST2516,,$12.50 ,,,,,,,,,,,
40000003161,      UD1193,,$20.00 ,,,,,,,,,,,
40000003162,      UD1258,,$17.75 ,,,,,,,,,,,
40000003163,   ,  ,0,64,  ,  ,  ,  ,  ,0,1,0,0,1
40000003163,       M9031,,$32.50 ,,,,,,,,,,,
40000003164,       M9024,,$37.50 ,,,,,,,,,,,
40000003165,   ,  ,0,74,  ,  ,  ,  ,  ,0,1,0,0,1
40000003165,       M9021,,$37.50 ,,,,,,,,,,,
40000003166,       M4221,,$50.00 ,,,,,,,,,,,
40000003167,   ,  ,0,42,  ,  ,  ,  ,  ,1,1,0,0,2
40000003167,      NP5064,,$16.25 ,,,,,,,,,,,
40000003168,      SE9117,,$9.75 ,,,,,,,,,,,
40000003169,      SE9115,,$9.75 ,,,,,,,,,,,
40000003170,      SE9141,,$14.75 ,,,,,,,,,,,
40000003171,      SE9135,,$15.75 ,,,,,,,,,,,
40000003172,      SE9134,,$15.75 ,,,,,,,,,,,
40000003173,        S078,,$14.00 ,,,,,,,,,,,
40000003174,       S8225,,$12.00 ,,,,,,,,,,,
40000003175,       BW111,,$38.75 ,,,,,,,,,,,
40000003176,       BW112,,$36.75 ,,,,,,,,,,,
40000003177,       CS351,,$28.75 ,,,,,,,,,,,
40000003178,      FT4005,,$29.75 ,,,,,,,,,,,
40000003179,       FW109,,$28.75 ,,,,,,,,,,,
40000003180,       FW113,,$32.75 ,,,,,,,,,,,
40000003181,        R410,,$29.75 ,,,,,,,,,,,
40000003182,   ,  ,0,32,  ,  ,  ,  ,  ,0,1,0,0,1
40000003182,        R411,,$14.75 ,,,,,,,,,,,
40000003183,        R415,,$26.75 ,,,,,,,,,,,
40000003184,        R423,,$26.75 ,,,,,,,,,,,
40000003185,        R436,,$28.75 ,,,,,,,,,,,
40000003186,      DR1119,,$25.50 ,,,,,,,,,,,
40000003187,       DR794,,$27.50 ,,,,,,,,,,,
40000003188,     VST1895,,$20.50 ,,,,,,,,,,,
40000003189,       D4779,,$18.00 ,,,,,,,,,,,
40000003190,      LD1357,,$14.00 ,,,,,,,,,,,
40000003191,      UT1169,,$15.75 ,,,,,,,,,,,
40000003192,      UT1324,,$12.50 ,,,,,,,,,,,
40000003193,       T9289,,$15.50 ,,,,,,,,,,,
40000003194,      DM9119,,$19.50 ,,,,,,,,,,,
40000003195,      DM9276,,$21.50 ,,,,,,,,,,,
40000003196,      DM9315,,$24.50 ,,,,,,,,,,,
40000003197,     T185105,,$12.50 ,,,,,,,,,,,
40000003198,     T185104,,$10.50 ,,,,,,,,,,,
40000003199,   ,  ,0,24,  ,  ,  ,  ,  ,0,1,0,0,1
40000003199,     EX23940,,$7.50 ,,,,,,,,,,,
40000003200,     ER30949,,$3.50 ,,,,,,,,,,,
40000003201,     ER39496,,$7.25 ,,,,,,,,,,,
40000003202,     ER39497,,$8.75 ,,,,,,,,,,,
40000003203,     ER39579,,$15.50 ,,,,,,,,,,,
40000003204,     ER39581,,$6.50 ,,,,,,,,,,,
40000003205,     ER39601,,$4.75 ,,,,,,,,,,,
40000003206,     ER39670,,$5.75 ,,,,,,,,,,,
40000003207,       1E951,,$5.90 ,,,,,,,,,,,
40000003208,    279804WJ,,$7.00 ,,,,,,,,,,,
40000003209,    279806WJ,,$6.75 ,,,,,,,,,,,
40000003210,   2802795WJ,,$6.20 ,,,,,,,,,,,
40000003211,967522,,$6.85 ,,,,,,,,,,,
40000003212,957518,,$5.85 ,,,,,,,,,,,
40000003213,       T5590,,$9.75 ,,,,,,,,,,,
40000003214,      KD3819,,$17.75 ,,,,,,,,,,,
40000003215,     MYT9620,,$13.75 ,,,,,,,,,,,
40000003216,       D3238,,$16.75 ,,,,,,,,,,,
40000003217,       T5478,,$7.25 ,,,,,,,,,,,
40000003218,      WD1465,,$11.25 ,,,,,,,,,,,
40000003219,400949,,$14.50 ,,,,,,,,,,,
40000003220,400987,,$19.50 ,,,,,,,,,,,
40000003221,400894,,$7.50 ,,,,,,,,,,,
40000003222,401012,,$25.50 ,,,,,,,,,,,
40000003223,400931,,$6.50 ,,,,,,,,,,,
40000003224,400963,,$4.50 ,,,,,,,,,,,
40000003225,     LG10090,,$5.00 ,,,,,,,,,,,
40000003226,      OLEE15,,$16.60 ,,,,,,,,,,,
40000003227,2712,,$24.25 ,,,,,,,,,,,
40000003228,       WI973,,$7.00 ,,,,,,,,,,,
40000003229,1174,,$15.25 ,,,,,,,,,,,
40000003230,       1089A,,$9.25 ,,,,,,,,,,,
40000003231,       K020L,,$13.25 ,,,,,,,,,,,
40000003232,       K1009,,$21.65 ,,,,,,,,,,,
40000003233,       M0056,,$18.25 ,,,,,,,,,,,
40000003234,       D2517,,$16.25 ,,,,,,,,,,,
40000003235,   ,  ,0,48,  ,  ,  ,  ,  ,0,1,0,0,1
40000003235,       T1379,,$24.25 ,,,,,,,,,,,
40000003236,       D2742,,$17.00 ,,,,,,,,,,,
40000003237,     HD14117,,$14.50 ,,,,,,,,,,,
40000003238,     HD15364,,$11.75 ,,,,,,,,,,,
40000003239,     D716402,,$16.75 ,,,,,,,,,,,
40000003240,      MD1162,,$9.75 ,,,,,,,,,,,
40000003241,     ET51645,,$15.75 ,,,,,,,,,,,
40000003242,      T12822,,$15.75 ,,,,,,,,,,,
40000003243,       T8790,,$10.50 ,,,,,,,,,,,
40000003244,       M4412,,$35.00 ,,,,,,,,,,,
40000003245,       M4413,,$35.00 ,,,,,,,,,,,
40000003246,       M4405,,$35.00 ,,,,,,,,,,,
40000003247,       M4415,,$45.00 ,,,,,,,,,,,
40000003248,       M4707,,$45.00 ,,,,,,,,,,,
40000003249,   ,  ,0,89,  ,  ,  ,  ,  ,0,1,0,0,1
40000003249,      PM1506,,$44.00 ,,,,,,,,,,,
40000003250,      PM1522,,$37.00 ,,,,,,,,,,,
40000003251,      PGHAT4,,$5.50 ,,,,,,,,,,,
40000003253,12298,,$16.00 ,,,,,,,,,,,
40000003254,12681,,$15.75 ,,,,,,,,,,,
40000003255,40500,,$10.50 ,,,,,,,,,,,
40000003256,      D10350,,$17.75 ,,,,,,,,,,,
40000003257,       D2780,,$17.00 ,,,,,,,,,,,
40000003258,       M4521,,$35.00 ,,,,,,,,,,,
40000003259,       M4501,,$35.00 ,,,,,,,,,,,
40000003260,       M4511,,$40.00 ,,,,,,,,,,,
40000003261,942516,,$4.25 ,,,,,,,,,,,
40000003262,15301,,$39.75 ,,,,,,,,,,,
40000003263,     ER39273,,$9.25 ,,,,,,,,,,,
40000003264,      2N1599,,$12.90 ,,,,,,,,,,,
40000003265,       M4710,,$35.00 ,,,,,,,,,,,
40000003266,       M4711,,$35.00 ,,,,,,,,,,,
40000003267,      ET2118,,$10.50 ,,,,,,,,,,,
40000003268,      ET2204,,$15.50 ,,,,,,,,,,,
40000003269,      ET2326,,$14.50 ,,,,,,,,,,,
40000003270,      ET2276,,$13.50 ,,,,,,,,,,,
40000003271,      ET2067,,$17.50 ,,,,,,,,,,,
40000003272,       D5818,,$12.75 ,,,,,,,,,,,
40000003273,       D2781,,$19.50 ,,,,,,,,,,,
40000003274,   ,  ,0,45,  ,  ,  ,  ,  ,1,0,0,0,1
40000003274,       D3584,,$19.00 ,,,,,,,,,,,
40000003275,15929,,$17.00 ,,,,,,,,,,,
40000003276,       BL583,,$18.25 ,,,,,,,,,,,
40000003277,       T1518,,$12.25 ,,,,,,,,,,,
40000003278,400882,,$9.00 ,,,,,,,,,,,
40000003279,400883,,$10.00 ,,,,,,,,,,,
40000003280,400889,,$8.00 ,,,,,,,,,,,
40000003281,400919,,$9.00 ,,,,,,,,,,,
40000003282,400947,,$12.25 ,,,,,,,,,,,
40000003283,401159,,$15.25 ,,,,,,,,,,,
40000003284,      YP5017,,$16.00 ,,,,,,,,,,,
40000003285,      YP5003,,$15.50 ,,,,,,,,,,,
40000003286,      PGHB32,,$19.00 ,,,,,,,,,,,
40000003287,     PGTOP31,,$18.50 ,,,,,,,,,,,
40000003288,     PGTOP42,,$18.50 ,,,,,,,,,,,
40000003289,   ,  ,0,37,  ,  ,  ,  ,  ,0,1,0,0,1
40000003289,      CNTOP7,,$13.75 ,,,,,,,,,,,
40000003290,22820,,$16.00 ,,,,,,,,,,,
40000003291,22838,,$34.00 ,,,,,,,,,,,
40000003292,22840,,$36.00 ,,,,,,,,,,,
40000003293,16103,,$21.00 ,,,,,,,,,,,
40000003294,       D8513,,$13.00 ,,,,,,,,,,,
40000003295,       D8699,,$13.00 ,,,,,,,,,,,
40000003296,       T2293,,$14.50 ,,,,,,,,,,,
40000003297,   ,  ,0,50,  ,  ,  ,  ,  ,0,1,0,0,1
40000003297,       CNHB2,,$17.50 ,,,,,,,,,,,
40000003298,      CNHB10,,$22.00 ,,,,,,,,,,,
40000003299,      D16165,,$20.25 ,,,,,,,,,,,
40000003300,      T20032,,$14.75 ,,,,,,,,,,,
40000003301,       D2758,,$16.25 ,,,,,,,,,,,
40000003302,     NKD7174,,$18.00 ,,,,,,,,,,,
40000003303,   ,  ,0,42,  ,  ,  ,  ,  ,0,1,0,0,1
40000003303,      NP5041,,$16.75 ,,,,,,,,,,,
40000003304,   ,  ,0,42,  ,  ,  ,  ,  ,2,0,0,0,2
40000003304,      NP5058,,$16.75 ,,,,,,,,,,,
40000003305,       L3107,,$33.25 ,,,,,,,,,,,
40000003306,       B7834,,$12.25 ,,,,,,,,,,,
40000003307,10092,,$5.25 ,,,,,,,,,,,
40000003308,       T1030,,$19.00 ,,,,,,,,,,,
40000003309,       T9569,,$15.00 ,,,,,,,,,,,
40000003310,       T8635,,$15.75 ,,,,,,,,,,,
40000003311,       S1017,,$12.75 ,,,,,,,,,,,
40000003312,        S155,,$12.50 ,,,,,,,,,,,
40000003313,        S203,,$11.50 ,,,,,,,,,,,
40000003314,      S256BK,,$12.75 ,,,,,,,,,,,
40000003315,     PKH1014,,$0.60 ,,,,,,,,,,,
40000003316,400968,,$29.50 ,,,,,,,,,,,
40000003317,401018,,$30.75 ,,,,,,,,,,,
40000003318,400973,,$29.00 ,,,,,,,,,,,
40000003319,      A5333H,,$33.00 ,,,,,,,,,,,
40000003320,       M4102,,$35.00 ,,,,,,,,,,,
40000003321,   ,  ,0,69,  ,  ,  ,  ,  ,2,1,0,0,3
40000003321,       M4701,,$35.00 ,,,,,,,,,,,
40000003322,       M4110,,$40.00 ,,,,,,,,,,,
40000003323,       J1393,,$9.25 ,,,,,,,,,,,
40000003324,   S10LOF134,,$17.00 ,,,,,,,,,,,
40000003325,       T9685,,$15.75 ,,,,,,,,,,,
40000003326,       T9582,,$16.25 ,,,,,,,,,,,
40000003327,       J7235,,$15.00 ,,,,,,,,,,,
40000003328,      T49106,,$12.50 ,,,,,,,,,,,
40000003329,       T2593,,$13.75 ,,,,,,,,,,,
40000003330,      T10500,,$15.75 ,,,,,,,,,,,
40000003331,      T10757,,$11.50 ,,,,,,,,,,,
40000003332,      T10762,,$15.00 ,,,,,,,,,,,
40000003334,     ER35228,,$5.25 ,,,,,,,,,,,
40000003335,     ER41012,,$6.00 ,,,,,,,,,,,
40000003336,     ER41101,,$15.50 ,,,,,,,,,,,
40000003337,     ER45292,,$15.25 ,,,,,,,,,,,
40000003338,      D30888,,$19.50 ,,,,,,,,,,,
40000003339,       V2142,,$13.00 ,,,,,,,,,,,
40000003340,       T2194,,$9.00 ,,,,,,,,,,,
40000003341,      D50631,,$14.50 ,,,,,,,,,,,
40000003342,   ,  ,0,20,  ,  ,  ,  ,  ,1,0,0,0,1
40000003342,       L2062,,$8.00 ,,,,,,,,,,,
40000003343,   ,  ,0,40,  ,  ,  ,  ,  ,1,0,0,0,1
40000003343,       T9257,,$17.00 ,,,,,,,,,,,
40000003344,       T1110,,$11.75 ,,,,,,,,,,,
40000003345,       D9627,,$17.00 ,,,,,,,,,,,
40000003346,       T9415,,$17.25 ,,,,,,,,,,,
40000003347,       L1184,,$6.50 ,,,,,,,,,,,
40000003348,       T1247,,$9.25 ,,,,,,,,,,,
40000003349,       T2352,,$15.00 ,,,,,,,,,,,
40000003351,   BBQD30026,,$20.00 ,,,,,,,,,,,
40000003352,      BBQK12,,$24.00 ,,,,,,,,,,,
40000003353,  BBQK302832,,$25.00 ,,,,,,,,,,,
40000003354,    BBQL7326,,$20.00 ,,,,,,,,,,,
40000003355,   BBQSD2517,,$16.00 ,,,,,,,,,,,
40000003356,   ,  ,0,54,  ,  ,  ,  ,  ,0,1,0,0,1
40000003356,   BBQYL2873,,$25.00 ,,,,,,,,,,,
40000003357,    BBUF0001,,$24.00 ,,,,,,,,,,,
40000003358,      BBA120,,$6.00 ,,,,,,,,,,,
40000003359,       S0002,,$12.50 ,,,,,,,,,,,
40000003360,        S104,,$12.75 ,,,,,,,,,,,
40000003361,        S195,,$12.00 ,,,,,,,,,,,
40000003362,        S215,,$23.00 ,,,,,,,,,,,
40000003363,      S50008,,$8.50 ,,,,,,,,,,,
40000003364,842512,,$4.25 ,,,,,,,,,,,
40000003365,      MH1240,,$6.00 ,,,,,,,,,,,
40000003366,    C253X115,,$9.00 ,,,,,,,,,,,
40000003367,        S500,,-,,,,,,,,,,,
40000003368,80695,,$13.00 ,,,,,,,,,,,
40000003369,   ,  ,0,52,  ,  ,  ,  ,  ,1,0,0,0,1
40000003369,80870,,$24.00 ,,,,,,,,,,,
40000003370,   ,  ,0,52,  ,  ,  ,  ,  ,1,0,0,0,1
40000003370,     K312880,,$24.00 ,,,,,,,,,,,
40000003371,       LB075,,$26.00 ,,,,,,,,,,,
40000003372,       T1457,,$15.00 ,,,,,,,,,,,
40000003373,   ,  ,0,54,  ,  ,  ,  ,  ,1,1,0,0,2
40000003373,      ZD2503,,$25.00 ,,,,,,,,,,,
40000003374,      ET2257,,$18.00 ,,,,,,,,,,,
40000003375,    D1598200,,$14.50 ,,,,,,,,,,,
40000003376,     D521600,,$15.50 ,,,,,,,,,,,
40000003377,     T883600,,$14.50 ,,,,,,,,,,,
