UPC1, Item, Descrption, Price, Cost, Category, SubCategory, SubCategory2, SubCategory3, Vendor, Gigis-Raleigh, Gigis-Cary, Violet-Rareigh, Violet-Cary, Total Inventory
40006482001 ,       AFG2G9 ,  Go to the Gym pillow  , 88 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006498001 ,       BCOCAN ,  Original Candle  , 30 , - ,  Accessory   ,  Candle  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006499001 ,       BCOTC4 ,  Original Travel Candle  , 10 , - ,  Giftware  ,  Candle  ,    ,    ,    , 0 , 0 , 0 , 7 , 7
40006500001 ,      BQNZIP4 ,  No Zipper Shopping Bags  , 12 , - ,  Accessory   ,  Tote  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006501001 ,       BQZIP5 ,  Zipper Shopping Bags  , 15 , - ,  Accessory   ,  Handbags  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40006505001 ,       ECVAR8 ,  Various Scents  , 16 , - ,  Bath&Body  ,    ,    ,    ,    , 0 , 0 , 0 , 7 , 7
40006510001 ,      DTBOSS1 ,  Like a Boss Mug  , 20 , - ,  Giftware  ,  Mug  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006515001 ,      FETOPO3 ,  Topography Cheese Tray  , 35 , - ,  Giftware  ,  Plate  ,    ,    ,  Fishes Eddy  , 0 , 0 , 0 , 3 , 3
40006516001 ,     FELKMUG4 ,  I Like You Mug  , 19 , - ,  Giftware  ,  Mug  ,    ,    ,    , 0 , 0 , 0 , 8 , 8
40006517001 ,      FEPLKD7 ,  Polka Dot Milk Jug  , 15 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006518001 ,    FEPCPLAT8 ,  Portion Control Plate  , 12 , - ,  Giftware  ,  Plate  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006519001 ,      FEIMUG9 ,  Intervention Mug  , 15 , - ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006520001 ,      FE8TRAY ,  I Like You 8  Tray  , 25 , - ,  Giftware  ,  Plate  ,    ,    ,    , 0 , 0 , 0 , 4 , 4
40006523001 ,    FEARTIST6 ,  Artist Palette Tray  , 35 , - ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006525001 ,     FFHOPG17 ,  Hopside Down Glass  , 20 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40006529001 ,      FFBEER4 ,  BeerBites  , 18 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40006540001 ,      GGBOWL2 ,  Party Bowling  , 14 , - ,  Giftware  ,    ,    ,    ,  Fred& Friends  , 0 , 0 , 0 , 7 , 7
40006551001 ,     IMMDISH9 ,  Bunny Dish - Small  , 22 , - ,  Giftware  ,    ,    ,    ,  Fishes Eddy   , 0 , 0 , 0 , 1 , 1
40006558001 ,      IZCOAS3 ,  Pick-Up Line Coasters  , 14 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 3 , 3
40006564001 ,      IZCOMB8 ,  Get It Together Comb  , 27 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 3 , 3
40006565001 ,     IZKNIFE2 ,  Pocket Knife  , 20 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 2 , 2
40006570001 ,     KCYLWBD2 ,  Yellow Bird Card Holder  , 6 , - ,  Giftware  ,    ,    ,    ,  Fishes Eddy   , 0 , 0 , 0 , 1 , 1
40006573001 ,      KKNOTE1 ,  Sticky Notes  , 4 , - ,  Stationary   ,    ,    ,    ,  Knock Knock  , 0 , 0 , 0 , 48 , 48
40006574001 ,      MRYNDB4 ,  Noodle Bowl  , 100 , - ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006575001 ,      MRYFLR5 ,  Flower Bowl-Small  , 150 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006577001 ,       MRYJUG ,  Jug Rose Hand  , 350 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006582001 ,      PCORNG5 ,  Orange Blossom  , 28 , - ,  Giftware  ,  Candle  ,    ,    ,  Prize Candles   , 0 , 0 , 0 , 1 , 1
40006583001 ,      PCCUCM6 ,  Produce Candel   , 28 , - ,  Bath/Body   ,  Candle  ,    ,    ,  Produce  , 0 , 0 , 14 , 11 , 25
40006584001 ,      PCHNYA7 ,  Honey Amber  , 28 , - ,  Giftware  ,  Candle  ,    ,    ,  Prize Candles   , 0 , 0 , 0 , 4 , 4
40006586001 ,      PCCHAI9 ,  Vanilla Chai  , 28 , - ,  Giftware  ,  Candle  ,    ,    ,  Prize Candles   , 0 , 0 , 0 , 2 , 2
40006618001 ,       SBDYF2 ,  Yellow Flower pillow  , 150 , - ,  Dicor  ,  Pillow  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006621001 ,      SBDYMW2 ,  You+Me+We pillow  , 140 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006624001 ,      SBDDAR2 ,  DARLING Canvas  , 300 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006625001 ,      SRPRSE1 ,  Surprise Balls  , 8 , - ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006638001 ,      TTFLSK8 ,  8 oz. Flask Team  , 24 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40006639001 ,     TNCSTCH3 ,  Eco Satchet - various  , 28 , - ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 7 , 7
40006641001 ,      TWHANG3 ,  Hangtite Towel-Various  , 12 , $6.75  ,  Giftware   ,  Towel  ,    ,    ,  Twisted Towel   , 0 , 0 , 1 , 14 , 15
40006644001 ,       JG2GGG ,  Graters Gonna Grate  , 14 , - ,  Giftware   ,  Towel  ,    ,    ,  Twisted Towel   , 0 , 0 , 1 , 0 , 1
40006654001 ,       VNYLC5 ,  Recycled Record Coasters  , 22 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 2 , 2
40006656001 ,      VMTLFR1 ,  Small Metal Frame  , 28 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006658001 ,     VCPVTVL2 ,  Copper Votive-Large  , 11 , - ,  Dicor  ,  Vase  ,    ,    ,    , 0 , 0 , 0 , 4 , 4
40006659001 ,      VWSADO5 ,  Wood Sign-ADORED  , 50 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006660001 ,      VWSDAR6 ,  Wood Sign-DARLING  , 50 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006661001 ,      VWSSUN7 ,  Wood Sign-SUNSHINE  , 50 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006668001 ,      VFRAME6 ,  Stacked Geo Small Frame  , 26 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006672001 ,      VFLOAT9 ,  Float Glass  , 9 , - ,  Giftware  ,    ,    ,    ,  Fishes Eddy   , 0 , 0 , 0 , 1 , 1
40006677001 ,      VWHITE6 ,  White Vase/Candleholder  , 34 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006680001 ,      VYELLO7 ,  Yellow Chunky Vase  , 16 , - ,  Dicor  ,  Vase  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40006686001 ,      VTHROW7 ,  Cotton Throw  , 50 , - ,  Dicor  ,  Throw  ,    ,    ,    , 0 , 0 , 0 , 4 , 4
40006688001 ,      VHWVOT4 ,  Jeweled Votive  , 22 , - ,  Dicor  ,  Vase  ,    ,    ,    , 0 , 0 , 0 , 5 , 5
40006689001 ,     VSTRVOT5 ,  Star Votive  , 22 , - ,  Dicor  ,  Geo Rocks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006693001 ,      VFRMPW8 ,  Wooden Frame P/W Small  , 45 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006694001 ,      VFRMPW9 ,  Wooden Frame P/W Large  , 85 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006701001 ,     VCNSTCK1 ,  Candlestick Various  , 34 , - ,  Giftware  ,  Wine Glass  ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40006702001 ,      VLBLUE2 ,  Blue Vase-Large  , 34 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006710001 ,      VSPLDM5 ,  Linden & Dark Moss-small  , 12 , - ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006718001 ,      WSSBTH4 ,  Mediterranean Fig  , 8 , - ,  Bath/Body  ,    ,    ,    ,    , 0 , 0 , 0 , 7 , 7
40006719001 ,      WSSBTH5 ,  White Tea & Ginger  , 8 , - ,  Bath/Body  ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40006720001 ,      WSSBTH6 ,  Eucalyptus Peppermint  , 8 , - ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 7 , 7
40006727001 ,      ZYMONK5 ,  Pocket Monkey  , 18 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 5 , 5
40006732001 ,      RPPCKN3 ,  Pocket Notepad  , 8 , - ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006736001 ,      RPPOCK2 ,  Pocket Notebooks  , 12 , - ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006743001 ,      RPWEEK2 ,  Weekly List  , 14 , - ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006745001 ,      SOBOHE1 ,  Bohemian Paper Pen Set  , 11 , - ,  Stationary  ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40006746001 ,      SOWDLD2 ,  Woodland Paper Pen Set  , 11 , - ,  Stationary  ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40006750001 ,       WNPWP2 ,  Wrapping Paper  , 8 , - ,  Giftware  ,  Wrapping  ,    ,    ,    , 0 , 0 , 0 , 24 , 24
40006753001 ,     GDMCLCH6 ,  Multi-Colored Clutch  , 48 , - ,  Accessory  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006760001 ,      HBDARC5 ,  Darcy - Various  , 98 , - ,  Accessory  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006763001 ,     HBDARPT2 ,  Darcy Platinum  , 98 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006765001 ,     HBTILBL4 ,  Tilda Black Clutch  , 78 , - ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 0 , 1 , 1
40006767001 ,    HBLRCARM6 ,  Lauren Caramel Multi  , 128 , - ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 0 , 1 , 1
40006770001 ,     HBLRMLT9 ,  Lauren Merlot  , 110 , - ,  Accessory   ,  Wallet  ,    ,    ,  Hobo  , 0 , 0 , 0 , 1 , 1
40006780001 ,     HBMADDS2 ,  Madelyn Purse - Diamond Snake  , 258 , - ,  Accessory   ,  Handbag  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006782001 ,     LTDF5406 ,  Duff Purse 5406  , 86 , - ,  Accessory  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006833001 ,      MRREAD3 ,  Various Bamboo Reading Glasses  , 25 , - ,  Accessory   ,  Readers  ,    ,    ,  Blue Planet   , 0 , 0 , 0 , 36 , 36
40006840001 ,      TOMGLS7 ,  Margeaux Pink  , 98 , - ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006845001 ,     WFCPINK9 ,  Classic Fox Pink  , 179 , - ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006848001 ,     WFLAFBL3 ,  LaFemme Blue  , 179 , - ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006849001 ,      WFCHON4 ,  Classic Fox Honey  , 179 , - ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006850001 ,       WFTWIG ,  Twiggy Black  , 179 , - ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40006881001 ,      LFTNCK1 ,  Thread Necklace  , 10 , - ,  Accessory   ,  Necklace  ,    ,    ,  Luckey Feather  , 0 , 0 , 6 , 0 , 6
40006909001 ,      VBBSQR2 , Brown/Black Diamond Square Bracelet , 72 , - ,  Apparel  ,  Bralette  ,    ,    ,    , 0 , 0 , 0 , 11 , 11
40006938001 ,      FPSCKS7 ,  Socks  , 20 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006941001 ,      QYSUN12 ,  Various Sunglasses  , 42 , - ,  Accessory   ,  Sunglasses  ,    ,    ,  Blue Planet  , 0 , 0 , 1 , 12 , 13
40006942001 ,       WSSBL2 ,  Black w/Boot Lace  , 25 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40006943001 ,      WSCHEN3 ,  Chenille Socks - Onyx  , 12 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006948001 , 52495 ,  Orange is the New Black  , 25 , - ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40006950001 , 51795 ,  Hello Kitty Nail Art  , 18 , - ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40007010001 , 51695 ,  MakeUp Tutorial  , 17 , - ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007020001 , 51995 ,  Hair Tutorial  , 20 , - ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007024001 ,      AFCSMP1 ,  Cosmetic Pouch  , 26 , - ,  Accessory   ,  Pouch  ,    ,    ,    , 0 , 0 , 0 , 4 , 4
40007025001 ,      AFCSMB2 ,  Cosmetic Bag  , 46 , - ,  Accessory   ,  Pouch  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40007026001 ,       AFPLW1 ,  Best Day Ever Pillow  , 88 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007027001 ,       AFPLW2 ,  Be Nice or Leave  , 78 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007028001 ,       AFPLW3 ,  Happily Ever After  , 78 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007029001 ,       AFPLW4 ,  XOXO  , 64 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007030001 ,     AFPLWBH1 ,  Beach House Pillow  , 78 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007051001 ,       BSBV80 ,  Belt Various  , 80 , - ,  Accessory   ,  Belt  ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40007052001 ,       BSBV65 ,  Belt Various  , 65 , - ,  Accessory   ,  Belt  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007053001 ,       BSBV70 ,  Belt Various  , 70 , - ,  Accessory   ,  Belt  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007054001 ,       BSBV45 ,  Belt Various  , 45 , - ,  Accessory  ,  Belt  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007061001 ,         BQS2 ,  Hubba Hubba Crew  , 9 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007063001 ,         BQS4 ,  SoFresh Ankle  , 9 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007064001 ,         BQS5 ,  Sugar Monster Ankle  , 9 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007067001 ,         BQS8 ,  Mood Swings Ankle  , 9 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007073001 ,        BQS14 ,  Little Mixed Up  , 9 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007075001 ,        BQS16 ,  Work Hard/ Play Hard  , 9 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007076001 ,        BQS17 ,  Don't Judge Me  , 9 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40007079001 ,        BQS20 ,  I Hate Math  , 9 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007080001 ,        BQLT1 ,  Lunch Tote  , 10 , - ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007081001 ,      BQCPRS3 ,  Coin Purse  , 4 , - ,  Accessory  ,  Pouch  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007083001 ,       CMXLA3 ,  XL Amethyst  , 250 , - ,  Dicor  ,  Geo Rocks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007084001 ,        CMRA4 ,  Rect. Amethyst  , 175 , - ,  Dicor  ,  Geo Rocks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007086001 ,       CMSMA6 ,  Sm. Amethyst  , 150 , - ,  Dicor  ,  Geo Rocks  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007089001 ,       CMCBQ9 ,  Clear/Brown Quartz  , 92 , - ,  Dicor  ,  Geo Rocks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007090001 ,       CMQMC1 ,  Quartz Microline  , 120 , - ,  Dicor  ,  Geo Rocks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007091001 ,       CMPQZ2 ,  Pink Quartz  , 160 , - ,  Dicor  ,  Geo Rocks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007095001 ,       CBBV80 ,  Belt Various  , 80 , - ,  Accessory   ,  Belt  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007096001 ,       CBBV95 ,  Belt Various  , 95 , - ,  Accessory   ,  Belt  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007097001 ,       CBBV85 ,  Belt Various  , 85 , - ,  Accessory   ,  Belt  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007102001 ,       DAIBH2 ,  Felt Bird House  , 30 , - ,  Giftware  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007103001 ,       EMVLT2 ,  V light  , 175 , - ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007107001 ,      FMANBL1 ,  Anorak Blue  , 130 , - ,  Apparel  ,  Outerwear  ,  Raincoat  ,    ,  Filmore Anorak   , 0 , 0 , 0 , 1 , 1
40007108001 ,      FMANRD2 ,  Anorak Red  , 130 , - ,  Apparel  ,  Outerwear  ,  Raincoat  ,    ,  Filmore Anorak   , 0 , 0 , 0 , 2 , 2
40007109001 ,      FMANOL3 ,  Anorak Olive  , 130 , - ,  Apparel  ,  Outerwear  ,  Raincoat  ,    ,  Filmore Anorak   , 0 , 0 , 0 , 1 , 1
40007111001 ,      FMANBR5 ,  Anorak Brown  , 130 , - ,  Apparel  ,  Outerwear  ,  Raincoat  ,    ,  Filmore Anorak   , 0 , 0 , 0 , 2 , 2
40007112001 ,      FMANLG6 ,  Anorak Lt. Gray  , 130 , - ,  Apparel  ,  Top  ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40007113001 ,      FMANTL7 ,  Anorak Teal  , 130 , - ,  Apparel  ,  Outer Wear  ,  Jacket   ,    ,    , 0 , 0 , 2 , 0 , 2
40007114001 ,       FEMJW1 ,  Mason Jar Qt. White  , 24 , - ,  Dicor  ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007115001 , 7962 ,  Tiny Bowl  , 3 , - ,  Giftware  ,    ,    ,    ,  Fishes Eddy   , 0 , 0 , 0 , 1 , 1
40007117001 ,       FPCKP1 ,  Pocket Party  , 12 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 4 , 4
40007118001 ,       FBBND2 ,  Beer Bands  , 10 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 3 , 3
40007120001 ,       FSMGC4 ,  Salt and Magic  , 10 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40007124001 ,        GGAC1 ,  Arm Candy  , 6 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40007125001 ,        GGLT2 ,  Letter Tattoo  , 6 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 2 , 2
40007127001 ,      GGCRGS4 ,  Cocktail Rings  , 8 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40007129001 ,       GGZKY6 ,  ZombiKeys  , 6 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 2 , 2
40007130001 ,       GGZFS7 ,  Zombie Family  , 8 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40007132001 ,       GGGEC9 ,  Googley Eye Clip  , 3 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40007134001 ,      GGBFLP1 ,  Burger Flipper  , 20 , - ,  Giftware  ,    ,    ,    ,  Fred&Friends  , 0 , 0 , 0 , 1 , 1
40007135001 ,        GPSK1 ,  Bacon Knee Socks  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 2 , 4 , 6
40007136001 ,        GPSK2 ,  Vodka Knee Socks  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 1 , 5 , 6
40007137001 ,        GPSK3 ,  Donuts Knee Socks  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40007139001 ,        GPSK5 ,  Naughty Knee Socks  , 12 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007140001 ,        GPSK6 ,  Candy Knee Socks  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 4 , 8 , 12
40007142001 ,        GPSK8 ,  Beer Knee Socks  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 2 , 3 , 5
40007143001 ,        GPSK9 ,  Bride Knee Socks  , 12 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007144001 ,       GPSK10 ,  Brat Knee Socks  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 3 , 0 , 3
40007145001 ,       GPSK11 ,  Geek Knee Socks  , 12 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 6 , 6
40007146001 ,       GPSK12 ,  Wicked Knee Socks  , 12 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007147001 ,       GPSK13 ,  Redneck Knee Socks  , 12 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 4 , 4
40007148001 ,       GPSK14 ,  Waffles Knee Socks  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 2 , 8 , 10
40007150001 ,        GPSC1 ,  Beer Crew Socks  , 10 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 4 , 4
40007151001 ,        GPSC2 ,  MILF Crew Socks  , 10 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007152001 ,      GPSNIN4 ,  Ninja Knee Sock  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 2 , 2 , 4
40007153001 ,       GPSCFF ,  Coffee Knee Socks  , 12 , - ,  Footwear  ,  Socks  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007154001 ,       GPSDRK ,  Dork Knee Sock  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40007156001 ,      GPSWSKY ,  Whiskey  , 12 , - ,  Footwear   ,  Sock  ,    ,    ,    , 0 , 0 , 2 , 1 , 3
40007162001 ,      HBBXCD4 ,  Boxed Cards  , 15 , - ,  Stationary   ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007169001 ,       HC6x9C ,  Canvas 6x9  , 50 , - ,  Dicor  ,  Dictionary Art  ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007171001 ,      HSNCT16 ,  Totes  , 16 , - ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40007172001 ,       HABBT1 ,  Baseball Tee  , 30 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007173001 ,        HABC2 ,  Blue Crew  , 24 , - ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 3 , 1 , 4
40007174001 ,        HANC3 ,  Navy Crew  , 24 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007175001 ,        HAGC4 ,  Green Crew  , 24 , - ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 0 , 1
40007176001 ,        HARC5 ,  Red Crew  , 24 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007178001 ,       HASSG7 ,  SS Grey  , 24 , - ,  Apparel  ,    ,    ,    ,    , 0 , 0 , 1 , 1 , 2
40007181001 ,       HACMG1 ,  Coffee Mug  , 12 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 2 , 2
40007186001 ,       IMMCP6 ,  Coin Purse  , 12 , - ,    ,    ,    ,    ,    , 0 , 0 , 0 , 3 , 3
40007189001 ,       IMMPW1 ,  Fox Deer Pillows  , 40 , - ,  Dicor  ,  Pillow  ,    ,    ,    , 0 , 0 , 0 , 1 , 1
40007195001 ,       JCMHR4 ,  Mini Horse  , 12 , - ,  Giftware  ,  Stuffed Animal  ,    ,    ,  Jelly Cat  , 0 , 0 , 0 , 1 , 1
40007199001 ,       JCMDK8 ,  Mini Duck  , 12 , - ,  Giftware  ,  Stuffed Animal  ,    ,    ,  Jellycats  , 0 , 0 , 0 , 1 , 1
40007200001 ,       JCGOR9 ,  Gorilla  , 22 , - ,  Giftware   ,  Stuffed Animal   ,    ,    ,  Jelly Cat  , 0 , 0 , 1 , 0 , 1
40007204001 ,       JCPBN4 ,  Pink Bunny  , 22 , - ,  Giftware  ,  Stuffed Animal  ,    ,    ,  Jelly Cats   , 0 , 0 , 0 , 1 , 1
40007205001 ,       JCDRG5 ,  Dragon  , 22 , - ,  Accessory   ,    ,    ,    ,    , 0 , 0 , 1 , 2 , 3
40007206001 ,       JCLBN6 ,  Lavendar Bunny  , 22 , - ,  Giftware  ,  Stuffed Animal  ,    ,    ,  Jelly Cat  , 0 , 0 , 0 , 1 , 1
40007208001 ,       JCPBN8 ,  Pistachio Bunny  , 22 , - ,  Giftware  ,  Stuffed Animal  ,    ,    ,  Jelly Cats   , 0 , 0 , 0 , 1 , 1
40007213001 ,      JOELGB1 ,  Leggings  , 48 , - ,  Apparel  ,  Bottom  ,    ,    ,    , 0 , 0 , 0 , 8 , 8
